Contract #,Business Size,Schedule,Site,Begin Date,End Date,SIN,Vendor Name,Labor Category,education Level,Minimum Years Experience,Current Year Labor Price,Next Year Labor Price,Second Year Labor Price
GS-10F-0447Y,small business,PES,Both,8/24/12,8/23/22,"871-1, 871-2, 871-3, 871-4, 871-6","Jaxon Engineering & Maintenance, Inc.",3B- Assoc Engineer / Technical Pubs,Bachelors,5,112.52,114.55,116.61
GS-10F-0285N,small business,MOBIS,Customer,3/11/03,3/10/23,874-1; 874-7,"Conceptual MindWorks, Inc. (d.b.a.) Sevocity",Sr Business/Financial Analyst,Masters,7,112.53,112.53,
47QTCA21D005P,small business,MAS Consolidated,Both,2/23/21,2/22/26,54151S,Patriot LLC,Computer Systems Analyst - LEVEL III,Bachelors,5,112.53,114.56,116.62
GS-23F-0265L,other than small business,AIMS,Both,8/21/01,7/31/21,541-5,"J. Walter Thompson U.S.A., LLC",Media Supervisor,Bachelors,5,112.62,112.62,
47QRAA18D000R,small business,MAS Consolidated,Both,11/15/17,11/14/22,541611,"GLOBAL ENGINEERING & TECHNOLOGY, INC.",Sr. Policy Analyst I,Bachelors,6,112.63,114.77,
GS-10F-136BA,small business,MOBIS,Customer,4/11/14,4/10/24,"871-1, 871-1R, 871-2, 871-2R,871-3, 871-3R, 871-4, 871-4R, 871-5, 871-5R, 871-6, 871-6R,","R3 Government Solutions, LLC",Senior Safety Analyst,Bachelors,7,112.65,115.35,118.12
47QRAA20D003T,small business,MAS Consolidated,Both,12/30/19,12/29/24,"541611, 541612HC,541611O, 561439, 561499M","DELTA RESEARCH ASSOCIATES, INC",Industrial Engineer,Bachelors,6,112.66,114.91,117.21
GS-00F-229GA,small business,Consolidated,Both,6/19/17,6/18/22,"871-1, 871-2, 871-3, 871-4",PRETALEN LTD,Software Engineer,Bachelors,5,112.67,115.15,117.68
GS-00F-145GA,other than small business,Consolidated,Both,3/21/17,3/20/22,899-1/899-1RC 899 899-1,"Organizational Strategies, LLC",Environmenatl Scientist Level 2,Bachelors,5,112.71,115.64,118.65
47QRAA18D00D6,small business,Consolidated,Both,7/27/18,7/26/23,"541-1, 541-4F, 541-4E, 541-3","LIGHTY COMMUNICATIONS GROUP - LCG, INC.",Graphic Designer,Bachelors,5,112.72,115.54,118.43
GS-00F-311GA,small business,Consolidated,Both,8/4/17,8/3/22,874-1: 874-1RC,AXIOLOGIC SOLUTIONS LLC,Analyst,Bachelors,6,112.72,,
GS-00F-173GA,small business,Consolidated,Both,4/24/17,4/23/22,"874-1, 874-7","GREYSTONES CONSULTING GROUP, LLC",Strategic Planner,Bachelors,5,112.76,115.02,117.32
GS-10F-0303T,small business,PES,Contractor,7/12/07,7/11/22,"871-1, 871-2, 871-3, 871-4, 871.5, 871.6","BFA Systems, Inc.",Software Developer/Programmer III,Bachelors,5,112.76,115.92,119.16
47QTCA18D002Q,small business,IT Schedule 70,Both,11/24/17,11/23/22,132-51,Pa Na Solutions Inc,Video Engineer 2,Bachelors,6,112.78,112.78,112.78
47QTCA19D00FU,small business,IT Schedule 70,Contractor,7/23/19,7/22/24,132-51,"MUSE INTEGRA, LLC",Database Administrator II,Bachelors,5,112.79,112.79,112.79
GS-35F-411HA,small business,IT Schedule 70,Both,5/19/18,5/18/23,132-51,"Data Storage Systems, LLC",Senior System Engineer,Bachelors,6,112.79,115.02,117.3
47QRAA18D0063,small business,Consolidated,Both,3/8/18,3/7/23,"520-11, 520-13",BLAKE WILLSON GROUP LLC ,Sr. Consultant,Bachelors,6,112.8,115.06,117.36
GS00F355CA,other than small business,MAS Consolidated,Both,9/26/20,9/25/25,"541330ENG,541715",PEERLESS TECHNOLOGIES CORPORATION,Functional Systems Administrator IV,Bachelors,7,112.81,112.81,112.81
47QRAA18D003X,other than small business,Consolidated,Customer,1/25/18,1/24/23,871-1; 871-2; 871-6; 874-1; 874-7,"CNA Corporation, The",Junior Analyst,Bachelors,5,112.82,112.82,115.07
GS-10F-0198U,small business,MOBIS,Customer,4/15/08,4/14/23,"874-1, 874-6, 874-7, 520-12, 520-21","RCM Solutions, Inc.",Program Analyst,Bachelors,5,112.84,112.84,112.84
47QRAA19D000G,small business,Consolidated,Both,10/25/18,10/24/23,871-1; C132-51,WARRANT TECHNOLOGIES LLC,Program/Project Managemen II,Bachelors,5,112.84,115.1,117.4
GS-00F-007AA,other than small business,Consolidated,Both,10/1/01,9/30/21,"C899 1, C899 5, C899 7, C899 8","Atkins North America, Inc.",Sr. Env Scientist I,Bachelors,5,112.85,,
GS-03F-054GA,small business,36_Office_Imaging_Document,,4/10/17,4/9/22,"53 504, 51 506, 51 600, 733 1",Oxford Government Consulting.,Business Analyst III (Sr.),Bachelors,5,112.87,,
GS-00F-0035N,other than small business,Consolidated,Customer,2/1/03,5/29/22,"871-1, 871-1R, 871-2, 871-2R,871-3, 871-3R, 871-4, 871-4R, 871-5, 871-5R, 871-6, 871-6R,","Epsilon System Solutions, Inc.",Senior Safety Analyst,Bachelors,7,112.87,115.8,118.82
GS-10F-0183X,small business,MAS Consolidated,Both,2/7/19,2/6/24,"541330ENG, 541611","ALFONSO & ASSOCIATES CONSULTING, INC",Management Analyst - Middle,Bachelors,5,112.93,115.3,117.72
47QRAA20D001S,other than small business,Consolidated,Contractor,11/20/19,11/19/24,"874-501, 874-503, 874-504, 874-507","Bluewater Federal Solutions, Inc.",Acquisition Manager II,Bachelors,6,112.94,115.31,117.73
GS-10F-0029Y,small business,PES,Contractor,10/31/11,10/30/21,871-1 871-2 871-3 871-4,"Decibel Research, Inc.",Engineer/Scientist SL4,Bachelors,6,112.96,114.99,
GS-10F-0107V,small business,PES,Customer,3/12/09,3/11/24,"871-1/RC, 871-2/RC, 871-3/RC, 871-4/RC, 871-5/RC, 871-6/RC","Ignite Fueling Innovation, Inc.",PROGRAM MANAGER I,Bachelors,5,112.98,115.12,117.31
GS-10F-0477P,other than small business,MOBIS,Both,8/6/04,8/5/24,"874-1/RC
874-7/RC","E. F. Kearney, Limited (D.B.A.) Kearney & Company","Education Policy Specialist, Mid",Bachelors,7,112.98,115.35,117.77
47QRAA20D0010,small business,Consolidated,Both,11/4/20,11/3/24,899-1/899-7,"ABR, Inc.",Senior Scientist I,Masters,5,113,113,113
GS-00F-330GA,other than small business,Consolidated,Both,8/16/17,8/15/22,871-1,"CHEROKEE NATION TECHNOLOGY SOLUTIONS, L.L.C.",Program Manager V,Bachelors,7,113,116.39,119.88
47QRAA19D007E,small business,Consolidated,Both,4/26/19,4/25/24,874-7,"ELIAS GROUP, LLP",Program Manager,Masters,5,113,115.83,118.72
GS-10F-0175M,small business,Environmental,Both,2/26/02,2/25/22,899-1 / 899-7 / 00CORP,"ABR, Inc.",Senior Scientist I,Masters,5,113,113,113
47QRAA20D001V,small business,Consolidated,Both,11/25/19,11/24/24,"520-11, 520-12, 520-13, 520-15, 520-22","SAVALAN, LLC",Financial Analyst II,Bachelors,5,113.01,115.61,118.27
47QRAA19D002K,other than small business,Consolidated,Customer,12/20/18,12/19/23,All,Variq Corporation ,Analyst III,Bachelors,6,113.03,116.42,119.92
47QRAA20D001S,other than small business,Consolidated,Customer,11/20/19,11/19/24,"871-1, 871-2, 871-3, 871-5, 874-501, 874-503, 874-504, 874-507","Bluewater Federal Solutions, Inc.",Training Specialist IV,Bachelors,6,113.03,115.4,117.82
47QRAA18D00G9,small business,Consolidated,Both,9/24/18,9/23/23,C132-51,Index Analytics LLC,MSTR Developer III,Bachelors,6,113.04,115.41,117.83
47QRAA21D002B,small business,MAS Consolidated,Both,2/4/21,2/3/26,"54151S, 541511",NOVA RESEARCH COMPANY,Web Site Designer II,Bachelors,5,113.05,115.88,118.77
47QRAA18D008N,small business,Consolidated,Both,5/1/18,4/30/23,"871-2, 871-3, 871-4, 871-5, & 871-6","Geocent, LLC",Design Engineer 1,Bachelors,5,113.05,115.31,117.61
47QRAA18D008N,small business,Consolidated,Both,5/1/18,4/30/23,"871-2, 871-3, 871-4, 871-5, & 871-6","Geocent, LLC",Engineer / Scientist 3,Bachelors,5,113.05,115.31,117.61
47QRAA19D000G,small business,Consolidated,Both,10/25/18,10/24/23,871-1; C132-51,WARRANT TECHNOLOGIES LLC,Instructor III,Bachelors,6,113.05,115.31,117.61
GS-00F-0082M,small business,MAS Consolidated,Both,1/1/20,7/28/22,"54151S, 541511",Nova Research Company,Web Site Designer II,Bachelors,5,113.05,115.88,118.77
GS-10F-210BA,small business,MAS Consolidated,Both,8/11/19,8/10/24,541611/RC,CAMPER CONSULTING,Project Manager,Bachelors,5,113.05,115.31,117.61
47QRAA18D003X,other than small business,Consolidated,Contractor,1/25/18,1/24/23,871-1; 871-2; 871-6; 874-1; 874-4; 874-7,"CNA Corporation, The",Document Specialist,Bachelors,5,113.07,113.07,115.33
47QRAA18D003X,other than small business,Consolidated,Contractor,1/25/18,1/24/23,874-1; 874-4; 874-7,"CNA Corporation, The",Survey Specialist,Bachelors,7,113.07,113.07,115.33
47QRAA19D00CF,small business,Consolidated,Customer,9/13/19,9/12/24,"899-1, 889-1RC","Shipley Group, The",Senior Editor,Bachelors,5,113.07,,
47QRAA19D00CF,small business,Consolidated,Customer,9/13/19,9/12/24,"899-1, 889-1RC","Shipley Group, The",Senior Writer,Bachelors,5,113.07,,
47QRAA19D000G,small business,Consolidated,Both,10/25/18,10/24/23,871-1; C132-51,WARRANT TECHNOLOGIES LLC,Research & Development Specialist III,Bachelors,6,113.09,115.35,117.66
GS-10F-0295M,small business,Environmental,Both,5/17/02,5/16/22,899-1,"Mason, Bruce & Girard, Inc.",Level 3 Biologist,Bachelors,5,113.1,116.5,119.99
47QRAA18D00FY,small business,Consolidated,Both,9/19/18,9/18/23,"871-1, 871-2, 871-4, 871-5, 871-6",DefTec Corporation,Project Manager III,Bachelors,6,113.1,115.47,117.9
47QRAA18D00D1,small business,Consolidated,Contractor,7/25/18,7/24/23,899-1 899-3 899-7,"Sonoma Technology, Inc.",Associate Staff 1,Bachelors,5,113.11,115.26,117.45
GS-00F-160GA,small business,Consolidated,Customer,4/10/17,4/9/22,"874-1, 874-4, 874-7",CEEK LLC,Training Specialist/Facilitator,Bachelors,5,113.16,113.16,113.16
GS-10F-0151P,other than small business,MOBIS,Both,1/12/04,1/11/24,874-4,"Vertex Solutions, Inc. (d.b.a.) Adayana Government Group",VMOB041 Modeling/Simulation Programmer II,Bachelors,5,113.17,113.17,115.43
GS-00F-048GA,small business,Consolidated,Both,11/24/16,11/23/21,"874-1, 874-6, 874-7","VOIGT PETERS ASSOCIATES, LLC, dba VPD Government Solutions",Lead Modeler,Bachelors,5,113.17,115.32,117.51
47QRAA19D000N,other than small business,Consolidated,Customer,10/31/18,10/30/23,"899-1, 899-3, 899-7","T3W BUSINESS SOLUTIONS, INC",Environmental Scientist-Senior,Bachelors,6,113.18,115.56,117.98
47QRAA20D001S,other than small business,Consolidated,Contractor,11/20/19,11/19/24,"874-501, 874-503, 874-504, 874-507","Bluewater Federal Solutions, Inc.",Acquisition Specialist IV,Bachelors,6,113.18,115.56,117.98
GS-03F-0005Y,small business,36_Office_Imaging_Document,Both,10/1/16,9/30/21,51 504; 51 506; 51 600; 733 1,Qualyx Corporation,Publications Specialist - Level 7,Masters,6,113.2,,
47QTCA21D0021,small business,MAS Consolidated,Both,11/18/20,11/17/25,54151HEAL,TALTEAM INC,HIT Computer Systems Analyst - Level 3,Bachelors,5,113.25,115.74,118.29
47QTCA21D0021,small business,MAS Consolidated,Both,11/18/20,11/17/25,54151S,TALTEAM INC,Computer Systems Analyst - Level 3,Bachelors,5,113.25,115.74,118.29
GS-10F-171AA,small business,MOBIS,Both,5/14/13,5/13/23,"874-1, 874-7","Advanced Decision Vectors, LLC",Publication Editor,Bachelors,5,113.27,113.27,115.99
47QTCA21D0021,small business,MAS Consolidated,Both,11/18/20,11/17/25,54151HEAL,TALTEAM INC,HIT Database Management Specialist - Level 2,Bachelors,5,113.27,115.76,118.31
47QTCA21D0021,small business,MAS Consolidated,Both,11/18/20,11/17/25,54151S,TALTEAM INC,Database Management Specialist - Level 2,Bachelors,5,113.27,115.76,118.31
GS-10F-0033Y,small business,Logistics,Both,10/31/11,10/30/21,SINS: 874-501; 874-503; 874-504; 874-507,"Alutiiq Diversified Services, LLC",Subject Matter Expert I,Bachelors,5,113.27,,
47QTCA20D0016,other than small business,IT Schedule 70,Both,10/21/19,10/20/24,132-51,Solutions Through Innovative Technologies Inc,Engineering Subject Matter Specialist,Bachelors,7,113.27,113.27,113.27
47QTCA20D0016,other than small business,IT Schedule 70,Both,10/21/19,10/20/24,132-51,Solutions Through Innovative Technologies Inc,Project Manager – Senior,Bachelors,7,113.27,113.27,113.27
GS00F372GA,small business,MAS Consolidated,Customer,8/30/17,9/1/22,54151S,STRATEGIC ALLIANCE CONSULTING INC.,Software Developer / Programmer - Mid,Bachelors,5,113.28,113.28,
47QRAA18D00ER,small business,Consolidated,Both,8/22/18,8/21/23,541-1,Concepts Inc,Communications Coordinator,Bachelors,5,113.29,116.13,119.03
GS-00F-072GA,other than small business,Consolidated,Both,12/21/16,12/20/21,874 1,Micro Systems Consultants ,SME III,Bachelors,7,113.3,113.3,113.3
GS-02F-045DA,small business,736TAPS,,9/29/16,9/28/21,736-5,"Wright & Associates, LLC",Systen Auditor Intermediate-II,Bachelors,6,113.34,,
47QRAA20D000L,other than small business,Consolidated,Contractor,10/24/19,10/23/24,"C132-51, C132-51RC",IRONCLAD TECHNOLOGY SERVICES LLC,Network Engineer II,Bachelors,7,113.35,115.62,117.93
GS-03F-033GA,small business,36_Office_Imaging_Document,,3/10/17,3/9/22,51 400,The Document Experts dba: 3D Connectors,Process Engineer,Bachelors,5,113.35,,
47QTCA20D00CD,small business,MAS Consolidated,Both,7/14/20,7/13/25,54151S,"Alphident Technologies, Inc",Java SW Developer,Bachelors,7,113.35,115.62,117.93
47QTCA18D0049,small business,IT Schedule 70,Both,12/20/17,12/19/22,132 51,Larry Q. Harris,Senior IT Consultant,Bachelors,5,113.35,113.35,113.35
GS-00F-007AA,other than small business,Consolidated,Both,10/1/01,9/30/21,"C871 1, C871 3, C871 4, C871 5, C871 6, C899 1, C899 5, C899 8, C871-202, C871-206,","Atkins North America, Inc.",Associate Project Manager,Bachelors,5,113.35,,
GS-10F-0143T,small business,MOBIS,Both,2/9/07,2/8/22,"871-1 , 871-2, 871-3, 871-4, 874-1, 874-6, 874-7","BRMI Consulting, Inc.",Business Analyst III,Bachelors,7,113.35,116.53,119.79
GS-10F-0461N,small business,MOBIS,Both,6/20/03,6/19/23,"874-1, 874-4, 874-7","Flatter, Inc.",Principal Consultant,Bachelors,6,113.36,113.36,113.36
GS-00F-072GA,other than small business,Consolidated,Both,12/21/16,12/20/21,874 1,Micro Systems Consultants ,Policy Advisor III,Bachelors,6,113.38,113.38,113.38
GS-23F-0027Y,small business,FABS,Both,5/15/12,5/14/22,520-11/520-11RC; 520-12/520-12RC; 520-13/520-13RC; 520-14/520-14RC; 520-17/520-17RC; 520-21/520-21RC; 520-8/520-8RC; 874-6/874-6RC,"INTEGRATED FINANCE AND ACCOUNTING SOLUTIONS, LLC",Project Manager II,Bachelors,7,113.4,115.67,117.98
GS-29F-0024N,other than small business,71_IIK,Customer,5/19/18,5/18/23,541614CF and 541614OR,"Jones Lang LaSalle Americas, Inc.",Sr. Project Manager (NC),Bachelors,5,113.45,113.45,113.45
47QRAA19D000Q,other than small business,Consolidated,Both,10/31/18,10/30/23,"C899-1, C899-3, C899-7, C899-8",Stantec Consulting Services,Junior Professional,Bachelors,5,113.48,116.09,118.76
47QRAA20D001S,other than small business,Consolidated,Contractor,11/20/19,11/19/24,"874-501, 874-503, 874-504, 874-507","Bluewater Federal Solutions, Inc.",Maintenance Specialist IV,Bachelors,6,113.48,115.86,118.3
47QTCA19D00H2,small business,IT Schedule 70,Both,8/9/19,8/8/24,132-51,"S4, INC.",Database Administrator IV,Bachelors,6,113.5,113.5,113.5
47QTCA20D004W,small business,MAS Consolidated,Both,1/22/20,1/21/25,54151S,Syarose Technology Services Inc,Product Engineer - Advanced,Bachelors,6,113.51,116.12,118.79
47QRAA21D002B,small business,MAS Consolidated,Both,2/4/21,2/3/26,"541611, 541613, 541810, 541820, 541850, 541910, 561920",NOVA RESEARCH COMPANY,Senior Scientific Writer/Editor I,Bachelors,5,113.54,116.38,119.29
47QRAA21D002B,small business,MAS Consolidated,Both,2/4/21,2/3/26,"541611, 541613, 541810, 541820, 541850, 541910, 561920",NOVA RESEARCH COMPANY,Senior Writer/Editor I,Masters,5,113.54,116.38,119.29
GS-00F-0082M,small business,MAS Consolidated,Both,1/1/20,7/28/22,"541611, 541613, 541810, 541820, 541850, 541910, 561920",Nova Research Company,Senior Scientific Writer/Editor I,Bachelors,5,113.54,116.38,119.29
GS-00F-0082M,small business,MAS Consolidated,Both,1/1/20,7/28/22,"54151S, 541511",Nova Research Company,Technical Information Task Manager,Masters,5,113.54,116.38,119.29
GS-00F-0082M,small business,MAS Consolidated,Both,1/1/20,7/28/22,"541611, 541613, 541810, 541820, 541850, 541910, 561920",Nova Research Company,Senior Writer/Editor I,Masters,5,113.54,116.38,119.29
47QRAA19D008S,other than small business,Consolidated,Both,6/3/19,6/2/24,871-1; 874-1,Antares Group Inc.,Technology Business Analyst IV,Bachelors,6,113.55,116.96,120.47
GS-00F-249GA,small business,Consolidated,Both,7/4/17,7/3/22,"871-1, -2, -3, -4, -5 & -6","Mino Marine, L.L.C.",Mechanical Lead,Bachelors,7,113.55,113.55,113.55
GS-07F-021CA,small business,AIMS,Both,10/24/14,10/23/24,541-1/RC; 541-3/RC; 541-4F/RC; 541-5/RC,BETTER WORLD ADVERTISING INC,Senior Graphic Designer,Bachelors,7,113.55,113.55,113.55
47QRAA19D00BY,small business,Consolidated,Both,8/27/19,8/26/24,874-1    874-1RC    874-7    874-7RC,GRAHAM TECHNOLOGIES LLC,Business Systems Architect 2,Bachelors,6,113.55,116.16,118.83
47QTCA19D003M,small business,IT Schedule 70,Customer,12/31/18,12/31/23,132-51,BLUE CLOAK LLC,Network Engineer,Bachelors,6,113.55,116.39,119.3
47QRAA19D009F,small business,Consolidated,Both,6/20/19,6/19/24,"874-1/RC,874-2/RC, 874-4/RC, 874-6/RC, 874-7/RC",Business Strategy Consultants LLC,Cost Analyst,Bachelors,5,113.56,116.17,118.85
47QRAA19D00BB,small business,Consolidated,Both,8/12/19,8/11/24,520-21,SMART1 MANAGEMENT SOLUTIONS LLC,Program Analyst II,Bachelors,7,113.58,115.85,118.17
47QTCA21D002T,small business,MAS Consolidated,Both,12/9/20,12/8/25,54151S,"Ardilla Federal Systems, LLC",IT Engineer (III),Bachelors,5,113.64,115.69,117.77
GS-10F-0229N,small business,Environmental,Customer,1/31/03,1/30/23,899-1,Aspen Environmental Group,Social Scientist  / Planner-II,Bachelors,5,113.66,117.35,121.17
GS-00F-357GA,small business,Consolidated,Both,9/6/17,9/5/22,"874-1/RC, 874-4/RC, 874-6/RC, 874-7/RC","A P VENTURES, LLC",Graphic Artist,Bachelors,5,113.67,116.05,118.49
47QRAA19D00BE,small business,Consolidated,Contractor,8/15/19,8/14/24,"871-2, 871-3, 871-4, 871-6",INSIGHT INTERNATIONAL TECHNOLOGY,Systems Analyst III,Bachelors,5,113.67,116.06,118.5
GS-10F-0438Y,small business,MOBIS,Both,8/20/12,8/19/22,874-6 &874-6RC,"Midtown Personnel, Inc. (d.b.a.) The Midtown Group, Inc.",Senior Acquisition Analyst,Bachelors,6,113.68,113.68,113.68
GS-23F-056BA,small business,FABS,Customer,9/5/14,9/4/24,"874-1, 874-4, 874-6, 874-7",Native American Technology Corp.,Economic Analyst II,Bachelors,6,113.68,113.68,113.68
GS-00F-0017Y,small business,Consolidated,Contractor,3/5/12,3/4/22,"132-51, 520-12, 541-4B, 541-4C, 541-4D, 874-1, 874-4, 874‐7, 899-1, 899‐3","Endyna, Inc.",Computer Program/ Applications/ Systems Analyst-Programmer,Bachelors,5,113.69,116.99,120.38
47QTCA19D00FU,small business,IT Schedule 70,Contractor,7/23/19,7/22/24,132-51,"MUSE INTEGRA, LLC",Business System Analyst,Bachelors,6,113.69,113.69,113.69
GS-00F-037GA,small business,Consolidated,Both,11/10/16,11/9/21,874-7,International Business Initiatives Corporation,Mid-level Administrative Support,Masters,5,113.7,117.11,
47QRAA20D001S,other than small business,Consolidated,Contractor,11/20/19,11/19/24,"871-1, 871-2, 871-3, 871-5","Bluewater Federal Solutions, Inc.",Training Consultant II,Bachelors,6,113.7,116.09,118.53
GS-00F-0002M,small business,Consolidated,Contractor,10/1/01,9/30/21,"871-1, 871-1R, 871-2, 871-2R,871-3, 871-3R, 871-4, 871-4R, 871-5, 871-5R, 871-6, 871-6R,","Pacific Western Technologies, LTD",Safety Analyst,Bachelors,5,113.71,117.35,
47QRAA18D007R,small business,Consolidated,Customer,4/9/18,4/8/23,132-51,"ABACO STRATEGY, LLC",Business Consultant,Bachelors,5,113.72,116.11,118.55
GS-00F-022GA,small business,Consolidated,Customer,10/26/16,10/25/21,"874-1/RC, 874-6/RC & 874-7/RC",QMULOS LLC,Analyst III,Bachelors,5,113.76,116.03,
GS-10F-0281P,small business,Logistics,Both,4/16/04,4/15/24,"874-501, 871-503, 871-504, 871-505, 871-507, 871-5, 871-6, 874-1, 874-6,874-7","DATA MONITOR SYSTEMS, INC",Project Manager Level III,Bachelors,7,113.77,116.05,118.37
47QTCA19D00H4,small business,IT Schedule 70,Both,8/9/19,8/8/24,132-51,INTEPROS FEDERAL INCORPORATED,Systems Administrator III,Bachelors,7,113.79,116.41,119.08
GS-35F-433GA,other than small business,IT Schedule 70,Both,5/10/17,5/9/22,132-51,Tri-Cor Industries Inc,Telecommunications Specialist III,Bachelors,6,113.79,113.79,113.79
GS-00F-291DA,small business,Consolidated,Both,9/15/16,9/14/21,874-1 874-7,Concord Crossroads,Specialist,Bachelors,5,113.82,113.82,
GS-23F-0320N,small business,PES,Contractor,8/26/03,8/25/23,871-1; 2; 3; 4; 5; & 6; 874-1; 6; 7; 501; C132-51,"Quantitech, Inc.",Programmer III***,Bachelors,5,113.83,116.22,118.66
GS-10F-0376U,small business,MOBIS,Both,9/30/08,9/29/23,"874-1, 874-7, 874-6, 874-4","Global Tech, Inc. (d.b.a.) Eglobaltech",Training Developer Sr.,Bachelors,5,113.83,116.11,118.43
GS-10F-0052T,small business,MOBIS,Both,11/13/06,11/12/21,"874-1, 874-4",Social Dynamics LLC,Database Developer,Bachelors,5,113.83,116.11,
GS-07F-145AA,small business,AIMS,Both,2/15/13,2/14/23,"541-3, 541-4B",Hooah. LLC,Research Director,Bachelors,7,113.84,116.58,119.37
GS-23F-0023N,other than small business,AIMS,Both,10/10/02,10/9/22,"541-5, 541-4RC",Experient Inc.,Strategic Project Manager,Bachelors,5,113.85,113.85,113.85
47QTCA21D0035,small business,MAS Consolidated,Both,12/15/20,12/14/25,54151S,TSS-DRT Joint Venture,Systems Engineer 3,Masters,7,113.86,115.91,118
47QTCA21D0035,small business,MAS Consolidated,Both,12/15/20,12/14/25,54151S,TSS-DRT Joint Venture,Design & Development Engineer 3,Masters,7,113.86,115.91,118
GS-35F-499AA,small business,IT Schedule 70,Both,10/15/19,10/14/24,132 51,"cFocus Software, Inc.",IT Business Analyst IV,Bachelors,7,113.87,113.87,113.87
47QRAA19D0039,small business,Consolidated,Both,1/17/19,1/16/24,ALL,"Edgewater Federal Solutions, Inc. ",Business Analyst - Senior,Bachelors,5,113.87,116.71,119.63
47QTCA19D00FU,small business,IT Schedule 70,Contractor,7/23/19,7/22/24,132-51,"MUSE INTEGRA, LLC",Systems Engineer III,Bachelors,7,113.89,113.89,113.89
GS-00F-372GA,small business,Consolidated,Customer,9/2/17,9/1/22,"871-1, 871-2, 871-4","Strategic Alliance Consulting, Inc.",Software Engineer,Bachelors,5,113.91,113.91,113.91
47QRAA19D007C,small business,Consolidated,Contractor,4/24/19,4/23/24,"871-1, 871-3, 871-4","Bastion Technologies, Inc.",Computer Systems Analyst I,Bachelors,5,113.95,116.35,118.79
GS-10F-0477P,other than small business,MOBIS,Both,8/6/04,8/5/24,"874-1/RC
874-7/RC","E. F. Kearney, Limited (D.B.A.) Kearney & Company","Teacher Training Specialist (1), Mid",Bachelors,7,113.95,116.34,118.79
47QRAA21D005D,small business,MAS Consolidated,Both,5/7/21,5/6/26,541810,"INNIS MAGGIORE GROUP, INC.",Project Manager of Advertising,Bachelors,7,113.95,116.57,119.25
47QRAA21D005D,small business,MAS Consolidated,Both,5/7/21,5/6/26,541613,"INNIS MAGGIORE GROUP, INC.",Project Manager of Marketing,Bachelors,7,113.95,116.57,119.25
GS-35F-0598S,small business,IT Schedule 70,Both,9/1/16,8/31/21,132-51,"Alamo City Engineering Services, Inc.",Quality Assurance Manager,Bachelors,5,113.98,113.98,113.98
GS-00F-300DA,small business,Consolidated,Both,9/22/16,9/21/21,"899-1, 
899-7","R2 Resource Consultants, Inc.","Grade 23-Staff Scientist, Staff Engineer, Administration, Accounting",Bachelors,6,114,114,114
GS10F0099S,small business,MAS Consolidated,Both,12/28/20,12/27/25,"541611, OLM","ERIMAX, INC.",Analyst 4,Bachelors,5,114,116.51,119.07
GS00F355CA,other than small business,MAS Consolidated,Both,9/26/20,9/25/25,541611,PEERLESS TECHNOLOGIES CORPORATION,Ind/Func Area Specialist Sr,Bachelors,5,114.02,114.02,114.02
GS-00F-151GA,small business,Consolidated,Customer,3/30/17,3/29/22,C132 51,"FAVOR TECHCONSULTING, LLC",Database Manager - Sr,Bachelors,5,114.03,115.4,116.78
GS-00F-282GA,small business,Consolidated,Contractor,7/17/17,7/16/22,"871-1, 871-2, 871-3, 871-4, 871-5, 871-6","Get It Done (GID) Solutions, LLC","Systems Engineer, Staff",Bachelors,7,114.06,116.34,118.67
47QTCA19D00DG,small business,IT Schedule 70,Both,6/11/19,6/11/24,132-51,INTEROP-ISHPI JV LLC,Systems Engineer‐ Senior,Masters,7,114.06,116.91,119.83
47QTCA19D00DG,small business,IT Schedule 70,Both,6/11/19,6/11/24,132-56,INTEROP-ISHPI JV LLC,Medical IT Systems Engineer‐ Senior,Masters,7,114.06,116.91,119.83
GS-10F-136BA,small business,MOBIS,Contractor,4/11/14,4/10/24,"871-1, 871-1R, 871-2, 871-2R,871-3, 871-3R, 871-4, 871-4R, 871-5, 871-5R, 871-6, 871-6R,","R3 Government Solutions, LLC",Computer Engineer Analyst II,Bachelors,7,114.08,116.82,119.63
GS-10F-136BA,small business,MOBIS,Contractor,4/11/14,4/10/24,"871-1, 871-1R, 871-2, 871-2R,871-3, 871-3R, 871-4, 871-4R, 871-5, 871-5R, 871-6, 871-6R,","R3 Government Solutions, LLC",Computer Engineer/Analyst II,Bachelors,7,114.08,116.82,119.63
47QTCA21D006Z,small business,MAS Consolidated,Both,3/22/21,3/21/26,54151S,DaVinci Software Solutions LLC,Senior Data Warehouse Developer,Bachelors,5,114.11,116.96,119.89
47QTCA21D006Z,small business,MAS Consolidated,Both,3/22/21,3/21/26,54151S,DaVinci Software Solutions LLC,Senior .Net Developer,Bachelors,7,114.11,116.96,119.89
GS-10F-0497M,small business,MOBIS,Both,9/30/02,9/29/22,874-1,"Advanced Systems Technology And Management, Inc., Dba Adstm",Statistician,Bachelors,5,114.13,116.19,118.28
47QRAA19D008H,small business,Consolidated,Both,5/30/19,5/29/24,"874-1,874-7",SERRY SYSTEMS INC ,Business Analyst II,Bachelors,5,114.15,116.43,118.76
GS-07F-180AA,small business,AIMS,,3/12/13,3/11/23,"541-1, 541-1RC, 541-2, 541-2RC, 541-3, 541-3RC, 541-4A, 541-4ARC, 541-4B, 541-4BRC, 541-5, 541-5RC, 874-4","District Communications Group, LLC (The)",Research Manager,Bachelors,5,114.22,116.97,
